objectid,title,campus,creator,description,subject,people,location,date,transcription,item_information,source,citation,collection,publisher,scanning_info,date_digital,type,format,rights,identifier,language,date_update1,date_update2,reference_url,cdmid,contentdm-file-name,contentdm_file_path
p16264coll6345,Reflecting Pool at Coates Center,Skyline,"Trinity University (San Antonio, Tex.)","Completed at a cost of $1.5 million  and dedicated in 1973, the Coates Center, joined by a portico to the renovated original student union building, provides a focal point for all campus activities. A $6 million renovation project was completed in 1987. Architect, O'Neil Ford. Photo depicts south side of Coates Center with reflection pond at left. Pond was subsequently filled and sodded.",Universities & colleges; buildings; student unions; reflecting pools,,San Antonio (Tex.),c. 1976,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",11/17/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",askybuilding48,eng,9/7/2018,9/7/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/345,345,347.jp2,/p16264coll6/image/347.jp2
p16264coll6346,Miller Fountain and Murchison Tower,Skyline,"Trinity University (San Antonio, Tex.)","Cecil B. Miller, Trinity trustee and former chairman of the Board, presented the fountain as a gift to the University in 1966 in honor of his wife, Eugenia B. Miller. Located initially in a green circle of live oaks and grass near the main entrance to the Trinity campus off of Stadium Drive, the fountain was moved to its present location in 2004. Trinity architects O'Neil Ford and Bartlett Cocke incorporated three major elements: an expansive bowl at ground level; a large, graceful urn in the center of the bowl; and a crown sitting in the center top of urn. Photo of students with fountain to the left rear and the Murchison Tower in the background.",Universities & colleges; fountains; towers; students,,San Antonio (Tex.),1977,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",11/17/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",askybuilding64,eng,9/7/2018,9/7/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/346,346,340.jp2,/p16264coll6/image/340.jp2
p16264coll6347,Elizabeth and George H. Coates University Center,Skyline,"Trinity University (San Antonio, Tex.)","Completed at a cost of $1.5 million  and dedicated in 1973, the Coates Center, joined by a portico to the renovated original student union building, provides a focal point for all campus activities. A $6 million renovation project was completed in 1987. Architect, O'Neil Ford. Photo depicts Coates Center looking west with Murchison Tower in the background.",Universities & colleges; buildings; student unions,,San Antonio (Tex.),c. 1976,,Photographic prints,Skyline Photoprints Collection,"[Image Number], Trinity University History, Elizabeth Huth Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University","Scanned as tiff file, compressed to JPG format",11/17/2006,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",askybuilding49,eng,9/7/2018,9/7/2018,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/347,347,343.jp2,/p16264coll6/image/343.jp2
p16264coll6348,Murchison Tower in the Sunlight,Skyline;,,"Undated photograph of two students walking beside the Ruth Taylor Theater Building, with the sunsetting behind Murchison Tower in the background.",Universities & colleges; sunrises & sunsets; students;,,San Antonio (Tex.);,,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-010,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/348,348,358.jpg,/p16264coll6/image/358.jpg
p16264coll6349,Northrup Hall,Skyline;,,Undated photograph of students walking out of the original Northrup Hall.,Universities & colleges; buildings; students,,San Antonio (Tex.);,,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-012,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/349,349,357.jpg,/p16264coll6/image/357.jpg
p16264coll6350,Aerial View of Campus,Skyline;,Zintgraff Photographs,"Undated photo of an aerial view of campus by Zintgraff Photographs, San Antonio.",Universities & colleges; aerial views,,San Antonio (Tex.);,,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-004,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/350,350,353.jpg,/p16264coll6/image/353.jpg
p16264coll6351,James Sicner with Coates Library Mural,Skyline;,,"James Sicner, the artist behind the Coates Library Mural, poses in front of his work.",Universities & colleges; artists; murals; libraries,"Sicner, James",San Antonio (Tex.);,1981,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-005,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/351,351,355.jpg,/p16264coll6/image/355.jpg
p16264coll6352,ROTC at Chenault Flagpole,Skyline;,,Undated photograph of ROTC students raising the flag at Chenault Flagpole.,Universities & colleges; soldiers; flagpoles,,San Antonio (Tex.);,,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-013,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/352,352,354.jpg,/p16264coll6/image/354.jpg
p16264coll6353,Young Woman on Ladder,Skyline;,Zintgraff Photographs,"An unidentified woman, possibly a student, standing on a ladder in front of a brick wall while holding a rolled up blueprint.",Universities & colleges; women; ladders,,San Antonio (Tex.);,c. 1950,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-006,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/353,353,350.jpg,/p16264coll6/image/350.jpg
p16264coll6354,Murchison Tower and Miller Fountain,Skyline;,,"Undated photograph of two students walking past Miller Fountain, with Murchison Tower visible in the background.",Universities & colleges; students; fountains; towers,,San Antonio (Tex.);,,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-009,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/354,354,349.jpg,/p16264coll6/image/349.jpg
p16264coll6355,Science Laboratory,Skyline;,,Photograph of an unidentified scientist working in a Mars McLean laboratory.,Universities & colleges; laboratories; scientists,,San Antonio (Tex.);,,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-014,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/355,355,360.jpg,/p16264coll6/image/360.jpg
p16264coll6356,Aerial View of Campus,Skyline;,Zintgraff Photographs,"Undated photo of an aerial view of campus by Zintgraff Photographs, San Antonio.",Universities & colleges; aerial views,,San Antonio (Tex.);,,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-003,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/356,356,361.jpg,/p16264coll6/image/361.jpg
p16264coll6357,Mural Underway,Skyline;,,"Artist James Sicner, working on the mural in Coates Library.",Universities & colleges; murals; artists; libraries,"Sicner, James",San Antonio (Tex.);,1981,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-007,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/357,357,351.jpg,/p16264coll6/image/351.jpg
p16264coll6358,Laurie Auditorium and Murchison Tower,Skyline;,,Undated view of Laurie Auditorium and Murchison Tower.,Universities & colleges; auditoriums; towers; buildings,,San Antonio (Tex.);,,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-015,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/358,358,356.jpg,/p16264coll6/image/356.jpg
p16264coll6359,Murchison Tower with Trees,Skyline;,,Undated photograph of Murchison Tower and trees.,Universities & colleges; towers; trees,,San Antonio (Tex.);,,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-011,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/359,359,364.jpg,/p16264coll6/image/364.jpg
p16264coll6360,Murchison Tower and Miller Fountain at Night,Skyline;,Zintgraff Photographs,Undated photograph of Murchison Tower and Miller Fountain lit up at night.,Universities & colleges; towers; fountains; night photographs,,San Antonio (Tex.);,,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-008,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/360,360,363.jpg,/p16264coll6/image/363.jpg
p16264coll6361,Aerial View of Campus,Skyline;,Zintgraff Photographs,"Undated photo of an aerial view of campus by Zintgraff Photographs, San Antonio.",Universities & colleges; aerial views,,San Antonio (Tex.);,,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-002,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/361,361,359.jpg,/p16264coll6/image/359.jpg
p16264coll6362,Coates Library Mural,Skyline;,,Photograph of the Coates Library mural soon after its completion in 1981.,Universities & colleges; libraries; murals,,San Antonio (Tex.);,1981,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-016,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/362,362,362.jpg,/p16264coll6/image/362.jpg
p16264coll6363,Aerial View of Campus,Skyline;,Zintgraff Photographs,"Undated photo of an aerial view of campus by Zintgraff Photographs, San Antonio.",Universities & colleges; aerial views,,San Antonio (Tex.);,,,Photographic prints,UA 87-8c,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/1/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",87-8c-001,eng,6/23/2020,6/23/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/363,363,352.jpg,/p16264coll6/image/352.jpg
p16264coll6364,Dorm Room circa 1955,Skyline,Zintgraff Photographs,Interior of a dorm room in the early years of the Skyline campus. A bamboo curtain separated the sleep and study sections of the room.,Universities & colleges; dormitories,,San Antonio (Tex.),c. 1955,,Photographic prints,UA 98-18,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,3/23/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",98-18-008,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/364,364,382.jpg,/p16264coll6/image/382.jpg
p16264coll6365,Mayfield Cottage,Skyline,,Undated photograph of two female students walking towards Mayfield Cottage.,Universities & colleges; students; buildings,,San Antonio (Tex.),,,Photographic prints,UA 89-20a,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/12/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",89-20a-004,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/365,365,366.jpg,/p16264coll6/image/366.jpg
p16264coll6366,McFarlin Dormitory from a Distance,Skyline,Zintgraff Photographs,Undated photograph of McFarlin Dormitory as seen from a distance.,Universities & colleges; buildings; dormitories,,San Antonio (Tex.),,,Photographic prints,UA 89-20a,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/12/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",89-20a-005,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/366,366,370.jpg,/p16264coll6/image/370.jpg
p16264coll6367,McFarlin Breezeway,Skyline,,Undated photograph of female students on the McFarlin Breezeway.,Universities & colleges; walkways; buildings; students,,San Antonio (Tex.),c. 1955,,Photographic prints,UA 98-18,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,3/23/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",98-18-,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/367,367,384.jpg,/p16264coll6/image/384.jpg
p16264coll6368,Classroom Administration Building,Skyline,,"Students gather outside of the Skyline campuses initial classroom administration building, the first major structure in America to be constructed using the Youtz-Slick Lift Slab Method.",Universities & colleges; buildings; students,,San Antonio (Tex.),c. 1955,,Photographic prints,UA 98-18,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,3/23/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",98-18-006,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/368,368,373.jpg,/p16264coll6/image/373.jpg
p16264coll6369,Classroom Administration Building,Skyline,Zintgraff Photographs,Students walk outside of the classroom administration building.,Universities & colleges; buildings; students,,San Antonio (Tex.),c. 1955,,Photographic prints,UA 98-18,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,3/23/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",98-18-007,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/369,369,377.jpg,/p16264coll6/image/377.jpg
p16264coll6370,Murchison Tower Standing Tall,Skyline,,Undated aerial photograph of Murchison Tower.,Universities & colleges; aerial views; towers; buildings,,San Antonio (Tex.),,,Photographic prints,UA 89-20b,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/12/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",89-20b-001,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/370,370,371.jpg,/p16264coll6/image/371.jpg
p16264coll6371,Storch Library at Night,Skyline,,George Storch Memorial Library as seen at night.,Universities & colleges; libraries; buildings,,San Antonio (Tex.),c. 1955,,Photographic prints,UA 98-18,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,3/23/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",98-18-010,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/371,371,378.jpg,/p16264coll6/image/378.jpg
p16264coll6372,George Storch Memorial Library,Skyline,,Undated photograph of the Storch Library.,Universities & colleges; libraries; buildings,,San Antonio (Tex.),c. 1955,,Photographic prints,UA 98-18,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,3/23/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",98-18-011,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/372,372,379.jpg,/p16264coll6/image/379.jpg
p16264coll6373,Back View of Men's Dormitory,Skyline,,"Students walk under a breezeway from the new Men's Dormitory, constructed in 1954.",Universities & colleges; dormitories; students; buildings,,San Antonio (Tex.),1954,,Photographic prints,UA 98-18,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,3/23/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",98-18-002,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/373,373,383.jpg,/p16264coll6/image/383.jpg
p16264coll6374,Cardiac Hill,Skyline,,Undated photograph of students walking up Cardiac Hill.,Universities & colleges; students; hills,,San Antonio (Tex.),c. 1955,,Photographic prints,UA 98-18,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,3/23/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",98-18-005,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/374,374,374.jpg,/p16264coll6/image/374.jpg
p16264coll6375,Wide View of Murchison Tower,Skyline,,"Undated photograph of Murchison Tower, with campus construction visible.",Universities & colleges; buildings; building construction; towers,,San Antonio (Tex.),,,Photographic prints,UA 89-20b,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,4/12/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",89-20b-002,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/375,375,372.jpg,/p16264coll6/image/372.jpg
p16264coll6376,Dorm Study Area,Skyline,Zintgraff Photographs,Interior of a dorm room in the early years of the Skyline campus. A bamboo curtain separated the sleep and study sections of the room.,Universities & colleges; dormitories,,San Antonio (Tex.),c. 1955,,Photographic prints,UA 98-18,"[Image Number], Trinity University History, Coates Library Special Collections & Archives, Trinity University, San Antonio, Texas.",University Archives,"Elizabeth Huth Coates Library Special Collections, Trinity University",Scanned as a 600 dpi TIFF image in 24-bit RGB color. Compressed into JPEG format.,3/23/2011,Image,image/jpeg,"This item may be protected by copyright law (Title 17, U.S. Code). It may only be used for noncommercial educational and scholarly purposes. Please contact Special Collections and University Archives at archives@trinity.edu to inquire about permission to use a specific digital resource.",98-18-009,eng,7/14/2020,7/14/2020,http://cdm16264.contentdm.oclc.org/cdm/ref/collection/p16264coll6/id/376,376,376.jpg,/p16264coll6/image/376.jpg
